"","dataset","sampleID","G.check","XIST_214218_s_at_8687","XIST_221728_x_at_1196","KDM5D_206700_s_at_16058","RPS4Y1_201909_at_20847","G.kmean","KMvsGEO","medianFemale","medianMale","medianF_M","G.medianF_M","Kmean.Median"
"altarA_A-20","stanley_altarA","altarA_A-20","female",6.107024893,8.820308122,5.810245006,6.509792975,"female","female",7.4636665075,6.1600189905,1.303647517,"female","female"
"altarA_A-21","stanley_altarA","altarA_A-21","male",3.963144459,5.702673792,7.193093231,9.67667429,"male","male",4.8329091255,8.4348837605,-3.601974635,"male","male"
"altarA_A-22","stanley_altarA","altarA_A-22","male",3.465959956,5.004384269,7.216893163,9.495234905,"male","male",4.2351721125,8.356064034,-4.1208919215,"male","male"
"altarA_A-24","stanley_altarA","altarA_A-24","male",3.589961066,4.981016312,7.22524415,9.464497812,"male","male",4.285488689,8.344870981,-4.059382292,"male","male"
"altarA_A-25","stanley_altarA","altarA_A-25","male",3.625105985,5.153389932,7.210973403,9.223204048,"male","male",4.3892479585,8.2170887255,-3.827840767,"male","male"
"altarA_A-27","stanley_altarA","altarA_A-27","male",5.626060933,8.653356934,6.935203269,8.833012408,"female","disagree",7.1397089335,7.8841078385,-0.744398905000001,"male","disagree"
"altarA_A-28","stanley_altarA","altarA_A-28","male",3.655186727,5.404580647,6.51477528,8.421534993,"male","male",4.529883687,7.4681551365,-2.9382714495,"male","male"
"altarA_A-29","stanley_altarA","altarA_A-29","male",3.451979272,5.23381868,7.380341712,9.754624801,"male","male",4.342898976,8.5674832565,-4.2245842805,"male","male"
"altarA_A-3","stanley_altarA","altarA_A-3","male",3.622462973,5.109592501,7.049355582,9.749907787,"male","male",4.366027737,8.3996316845,-4.0336039475,"male","male"
"altarA_A-30","stanley_altarA","altarA_A-30","male",3.690097703,5.358600752,7.38455214,9.35470727,"male","male",4.5243492275,8.369629705,-3.8452804775,"male","male"
"altarA_A-31","stanley_altarA","altarA_A-31","male",3.48656035,4.9320126,7.577200207,9.379310535,"male","male",4.209286475,8.478255371,-4.268968896,"male","male"
"altarA_A-32","stanley_altarA","altarA_A-32","female",7.532294424,10.57490283,6.005323875,6.474475815,"female","female",9.053598627,6.239899845,2.813698782,"female","female"
"altarA_A-33","stanley_altarA","altarA_A-33","female",6.89356056,9.489666641,5.186620324,6.052176199,"female","female",8.1916136005,5.6193982615,2.572215339,"female","female"
"altarA_A-34","stanley_altarA","altarA_A-34","female",6.846200291,9.692300089,5.889810392,6.164772564,"female","female",8.26925019,6.027291478,2.241958712,"female","female"
"altarA_A-35","stanley_altarA","altarA_A-35","female",6.635465068,9.486570107,5.892976794,6.238947899,"female","female",8.0610175875,6.0659623465,1.995055241,"female","female"
"altarA_A-36","stanley_altarA","altarA_A-36","male",3.465974028,5.172938742,7.291896936,9.451793195,"male","male",4.319456385,8.3718450655,-4.0523886805,"male","male"
"altarA_A-37","stanley_altarA","altarA_A-37","male",3.760737356,5.794253866,7.555272125,9.571438692,"male","male",4.777495611,8.5633554085,-3.7858597975,"male","male"
"altarA_A-38","stanley_altarA","altarA_A-38","male",3.92645871,5.889343161,7.321585791,9.115549275,"male","male",4.9079009355,8.218567533,-3.3106665975,"male","male"
"altarA_A-39","stanley_altarA","altarA_A-39","male",4.008770082,5.883943873,7.163435185,9.227517124,"male","male",4.9463569775,8.1954761545,-3.249119177,"male","male"
"altarA_A-4","stanley_altarA","altarA_A-4","male",3.673030312,5.116347196,7.229867821,9.598318913,"male","male",4.394688754,8.414093367,-4.019404613,"male","male"
"altarA_A-40","stanley_altarA","altarA_A-40","male",3.78841184,5.959192623,7.591011177,9.09992885,"male","male",4.8738022315,8.3454700135,-3.471667782,"male","male"
"altarA_A-41","stanley_altarA","altarA_A-41","male",3.810266331,5.558648504,7.780284116,9.615493633,"male","male",4.6844574175,8.6978888745,-4.013431457,"male","male"
"altarA_A-42","stanley_altarA","altarA_A-42","male",3.653112305,4.991778775,7.485780656,9.282855162,"male","male",4.32244554,8.384317909,-4.061872369,"male","male"
"altarA_A-43","stanley_altarA","altarA_A-43","male",3.5427423,5.035152004,7.214390962,9.482740785,"male","male",4.288947152,8.3485658735,-4.0596187215,"male","male"
"altarA_A-44","stanley_altarA","altarA_A-44","female",6.566091588,9.49195296,6.01019198,6.74223474,"female","female",8.029022274,6.37621336,1.652808914,"female","female"
"altarA_A-45","stanley_altarA","altarA_A-45","male",3.57235755,5.079917686,7.034710298,9.543059581,"male","male",4.326137618,8.2888849395,-3.9627473215,"male","male"
"altarA_A-46","stanley_altarA","altarA_A-46","male",3.644488419,5.277202363,7.730020667,9.774864647,"male","male",4.460845391,8.752442657,-4.291597266,"male","male"
"altarA_A-47","stanley_altarA","altarA_A-47","male",3.770096523,5.62305945,7.707376712,9.273547354,"male","male",4.6965779865,8.490462033,-3.7938840465,"male","male"
"altarA_A-48","stanley_altarA","altarA_A-48","female",6.517286426,9.469043765,6.697584264,6.916751502,"female","female",7.9931650955,6.807167883,1.1859972125,"female","female"
"altarA_A-49","stanley_altarA","altarA_A-49","male",3.837727773,5.878179129,7.298135282,9.20218932,"male","male",4.857953451,8.250162301,-3.39220885,"male","male"
"altarA_A-5","stanley_altarA","altarA_A-5","male",3.609408333,4.902329534,8.185097042,9.684569637,"male","male",4.2558689335,8.9348333395,-4.678964406,"male","male"
"altarA_A-50","stanley_altarA","altarA_A-50","female",5.31902981,7.583401572,6.817657858,6.423384672,"female","female",6.451215691,6.620521265,-0.169305574,"male","disagree"
"altarA_A-51","stanley_altarA","altarA_A-51","male",3.455438823,5.031916936,7.440924753,9.410666102,"male","male",4.2436778795,8.4257954275,-4.182117548,"male","male"
"altarA_A-52","stanley_altarA","altarA_A-52","male",3.58432574,5.723285976,7.566495421,9.764939167,"male","male",4.653805858,8.665717294,-4.011911436,"male","male"
"altarA_A-53","stanley_altarA","altarA_A-53","female",7.076729245,9.926910845,5.785184871,6.761806851,"female","female",8.501820045,6.273495861,2.228324184,"female","female"
"altarA_A-54","stanley_altarA","altarA_A-54","male",3.520789813,5.084743007,7.317773778,9.469289222,"male","male",4.30276641,8.3935315,-4.09076509,"male","male"
"altarA_A-55","stanley_altarA","altarA_A-55","male",3.584006197,5.069614417,6.994729591,9.252651531,"male","male",4.326810307,8.123690561,-3.796880254,"male","male"
"altarA_A-56","stanley_altarA","altarA_A-56","female",7.370522852,9.758935424,5.613942512,6.233000543,"female","female",8.564729138,5.9234715275,2.6412576105,"female","female"
"altarA_A-57","stanley_altarA","altarA_A-57","male",3.5370139,4.927257167,7.294442273,9.670398236,"male","male",4.2321355335,8.4824202545,-4.250284721,"male","male"
"altarA_A-58","stanley_altarA","altarA_A-58","female",6.670982374,9.540643176,5.827246595,6.360613374,"female","female",8.105812775,6.0939299845,2.0118827905,"female","female"
"altarA_A-59","stanley_altarA","altarA_A-59","male",4.113717218,5.820667422,6.978098411,8.615760468,"male","male",4.96719232,7.7969294395,-2.8297371195,"male","male"
"altarA_A-60","stanley_altarA","altarA_A-60","male",3.545733904,5.001180991,7.355470742,9.244325269,"male","male",4.2734574475,8.2998980055,-4.026440558,"male","male"
"altarA_A-61","stanley_altarA","altarA_A-61","female",7.631256125,10.30462073,5.852214203,6.465273273,"female","female",8.9679384275,6.158743738,2.8091946895,"female","female"
"altarA_A-62","stanley_altarA","altarA_A-62","female",6.907205578,10.0305658,5.779005305,6.686219528,"female","female",8.468885689,6.2326124165,2.2362732725,"female","female"
"altarA_A-63","stanley_altarA","altarA_A-63","female",7.181261604,9.952777755,5.81519882,6.452612101,"female","female",8.5670196795,6.1339054605,2.433114219,"female","female"
"altarA_A-64","stanley_altarA","altarA_A-64","male",3.574137917,5.130096869,7.083436279,9.185326364,"male","male",4.352117393,8.1343813215,-3.7822639285,"male","male"
"altarA_A-65","stanley_altarA","altarA_A-65","male",3.828382155,5.639040345,7.217527594,8.925069982,"male","male",4.73371125,8.071298788,-3.337587538,"male","male"
"altarA_A-66","stanley_altarA","altarA_A-66","male",3.587296829,4.947808845,6.761456285,8.985164081,"male","male",4.267552837,7.873310183,-3.605757346,"male","male"
"altarA_A-67","stanley_altarA","altarA_A-67","male",3.564313548,4.962944286,7.272824465,9.330194139,"male","male",4.263628917,8.301509302,-4.037880385,"male","male"
"altarA_A-68","stanley_altarA","altarA_A-68","female",6.395850271,9.197767545,5.972763607,6.442659243,"female","female",7.796808908,6.207711425,1.589097483,"female","female"
"altarA_A-69","stanley_altarA","altarA_A-69","female",6.167747985,9.022745852,5.069982357,6.103440116,"female","female",7.5952469185,5.5867112365,2.008535682,"female","female"
"altarA_A-7","stanley_altarA","altarA_A-7","male",3.666350004,5.462142323,6.710667843,9.045853973,"male","male",4.5642461635,7.878260908,-3.3140147445,"male","male"
"altarA_A-70","stanley_altarA","altarA_A-70","male",3.616978971,4.993572683,6.909444161,9.037999329,"male","male",4.305275827,7.973721745,-3.668445918,"male","male"
"altarA_A-71","stanley_altarA","altarA_A-71","female",6.613440823,9.712235248,6.093353752,6.226590501,"female","female",8.1628380355,6.1599721265,2.002865909,"female","female"
"altarA_A-72","stanley_altarA","altarA_A-72","female",6.730786469,10.13067,5.844965775,7.016667648,"female","female",8.4307282345,6.4308167115,1.999911523,"female","female"
"altarA_A-73","stanley_altarA","altarA_A-73","male",3.763626257,5.753183784,7.390930925,8.969030536,"male","male",4.7584050205,8.1799807305,-3.42157571,"male","male"
"altarA_A-74","stanley_altarA","altarA_A-74","female",6.973821809,9.7594725,5.643798673,6.497062536,"female","female",8.3666471545,6.0704306045,2.29621655,"female","female"
"altarA_A-75","stanley_altarA","altarA_A-75","female",7.175358842,9.938551452,5.749867788,6.685314716,"female","female",8.556955147,6.217591252,2.339363895,"female","female"
"altarA_A-76","stanley_altarA","altarA_A-76","female",6.827408847,10.12307631,6.440811452,6.408692062,"female","female",8.4752425785,6.424751757,2.0504908215,"female","female"
"altarA_A-77","stanley_altarA","altarA_A-77","female",5.950870715,9.37354033,5.113823928,6.384269657,"female","female",7.6622055225,5.7490467925,1.91315873,"female","female"
"altarA_A-78","stanley_altarA","altarA_A-78","female",7.10987017,9.858244392,5.716434967,6.246458747,"female","female",8.484057281,5.981446857,2.502610424,"female","female"
"altarA_A-79","stanley_altarA","altarA_A-79","male",3.73515735,5.698312337,7.988585122,10.01422136,"male","male",4.7167348435,9.001403241,-4.2846683975,"male","male"
"altarA_A-8","stanley_altarA","altarA_A-8","male",3.472901232,5.062130116,7.270579877,9.227344048,"male","male",4.267515674,8.2489619625,-3.9814462885,"male","male"
"altarA_A-80","stanley_altarA","altarA_A-80","male",3.509218141,5.10537973,7.135349589,9.38275879,"male","male",4.3072989355,8.2590541895,-3.951755254,"male","male"
"altarA_A-82","stanley_altarA","altarA_A-82","male",3.492683071,5.134956349,7.24324991,9.270383862,"male","male",4.31381971,8.256816886,-3.942997176,"male","male"
